Sub	tsnr	fd_mean
sub-10015	2.6827365300835697	-0.6347879502481769
sub-10017	0.3930021473382415	-0.9608283651899957
sub-10028	0.08273328524652666	-0.8614274121161902
sub-10041	0.0901895673505812	0.4671410406987424
sub-10043	0.303255763618527	-0.8010219736251085
sub-10046	-0.17901936456004813	1.006235508053367
sub-10069	-0.025982197039845976	0.8761533855938237
sub-10074	0.1415430148600312	-0.7266371939429409
sub-10078	0.8774261715524135	-0.3745193880544822
sub-10080	-0.49526680820013735	-0.12349660693607091
sub-10085	-0.4084665380638087	1.3602569495366026
sub-10094	-0.2133481954322572	2.202582237686322
sub-10108	0.1634508112068403	-1.011742267250088
sub-10125	0.00951415324748155	-0.052073251855251246
sub-10136	0.031274085488216016	0.7061841521239406
sub-10137	0.3387585313124617	-0.7539830732935904
sub-10142	-0.024734127040437846	-0.44302263168663447
sub-10150	0.9260867602438082	-0.5348152754802459
sub-10154	-0.04043766459594509	-0.7178578794671697
sub-10166	-0.469012576793654	0.022448344516525883
sub-10186	0.17093655751658582	-0.585994908265564
sub-10188	0.08311835223004943	-0.8668904029072773
sub-10198	-0.35677313081201995	-0.23113200570502854
sub-10203	-0.2791020117833385	-1.0382621082370451
sub-10221	0.45689914130635034	1.0219747366574856
sub-10223	0.6350878804747517	-0.5022179139779838
sub-10234	0.19984693725587024	1.0393361688006824
sub-10296	-0.6439932032912202	-0.5054687553931868
sub-10318	-0.20933441658096266	-1.0445897158721464
sub-10319	-0.3064317408830823	0.045966345511634296
sub-10320	-0.1950203053425699	-0.8731911241962363
sub-10363	-0.28245870208623736	-0.7523413146816396
sub-10382	-0.5234621582499221	0.561016587757491
sub-10391	-0.39680822697342405	-0.6029661480101569
sub-10422	-0.43429038636237766	-0.023746104801259237
sub-10438	-0.751291024137335	1.0263058045520512
sub-10589sp	0.2597408440734524	-0.4119200361808174
sub-10590sp	0.17547827545787809	0.40173532619404206
sub-10603sp	0.21038596902076923	0.7436480851399165
sub-10606sp	0.5479883399406462	-0.3907291957681269
sub-10608sp	0.10001161685974991	1.4638513000930595
sub-10640sp	1.8465319728410752	-0.15530448011719872
sub-10644sp	-0.06432742013466193	0.7786186531746964
sub-10652	-0.43997028140200584	0.7275633723230788
sub-10659sp	-0.14571872056739374	2.773247588020215
sub-10690sp	0.14314484213862996	1.4707998528656776
sub-10691sp	0.010008295191440841	0.40430261657749994
sub-10716	-0.5449226421667117	2.6103323873567823
sub-10723sp	-0.32486645464632474	0.4982075039637915
sub-10738	-0.6091982644137055	2.0972196600252735
sub-10741sp	0.1245773427852784	0.20207156194595907
sub-10777sp	0.49894570558444	-0.040376588007005054
sub-10803sp	0.9343110340041083	-0.8324725992916082
sub-12042	-0.07998034366261561	-0.7103061958929773
