complete_participant_ids	openneuro_participant_ids	complete_acquisition_labels	openneuro_acquisition_labels	complete_coil_distribution	openneuro_coil_distribution	complete_bold_acquisition_count	openneuro_bold_acquisition_count	missing_participants_in_openneuro	missing_acquisition_conditions_in_openneuro	metadata_fields_that_differ	sidecar_values_that_differ	openneuro_appears_subset	difference_interpretation	evidence_files
sub-10006; sub-10015; sub-10017; sub-10024; sub-10028; sub-10035; sub-10041; sub-10043; sub-10046; sub-10054; sub-10059; sub-10069; sub-10074; sub-10078; sub-10080; sub-10085; sub-10094; sub-10108; sub-10125; sub-10130; sub-10136; sub-10137; sub-10142; sub-10150; sub-10154; sub-10166; sub-10185; sub-10186; sub-10188; sub-10198; sub-10203; sub-10221; sub-10223; sub-10234; sub-10296; sub-10303; sub-10318; sub-10319; sub-10320; sub-10321; sub-10363; sub-10382; sub-10391; sub-10416; sub-10422; sub-10438; sub-10589sp; sub-10590sp; sub-10603sp; sub-10606sp; sub-10608sp; sub-10640sp; sub-10644sp; sub-10652; sub-10659sp; sub-10690sp; sub-10691sp; sub-10716; sub-10723sp; sub-10738; sub-10741sp; sub-10777sp; sub-10803sp; sub-12042	DATA_SOURCE_UNAVAILABLE	mb1me1; mb1me4; mb2me4; mb3me1; mb3me1fa50; mb3me3; mb3me3ip0; mb3me4; mb3me4fa50; mb6me1; mb6me4	DATA_SOURCE_UNAVAILABLE	20ch=36; 64ch=28	DATA_SOURCE_UNAVAILABLE	360	DATA_SOURCE_UNAVAILABLE	not assessable	not assessable	not assessable	not assessable	not assessable	Complete-versus-public comparison requires both sources.	complete:participants.tsv; complete:sub-10006/sub-10006_scans.tsv; complete:sub-10015/sub-10015_scans.tsv; complete:sub-10017/sub-10017_scans.tsv; complete:sub-10024/sub-10024_scans.tsv; complete:sub-10028/sub-10028_scans.tsv; complete:sub-10035/sub-10035_scans.tsv; complete:sub-10041/sub-10041_scans.tsv; complete:sub-10043/sub-10043_scans.tsv; complete:sub-10046/sub-10046_scans.tsv; complete:sub-10054/sub-10054_scans.tsv
