dataset_source	acquisition_label	task	participant_count	bold_file_count	nominal_echo_count	observed_echo_count	echo_times_s	repetition_time_s	multiband_acceleration_factor	in_plane_acceleration	flip_angle_deg	scanning_sequence	pulse_sequence_details	phase_encoding_direction	image_orientation	inferred_slice_order	slice_timing_summary	number_of_slices	nifti_matrix_dimensions	nifti_voxel_dimensions_mm	base_resolution	acquisition_matrix_pe	recon_matrix_pe	slice_thickness_mm	spacing_between_slices_mm	partial_fourier	receive_coil_name	sbref_count	source_files	exceptions_and_notes
complete	fmap-bold-run-1		10	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic; n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_64	0	sub-10024/fmap/sub-10024_acq-bold_run-1_magnitude1.json; sub-10024/fmap/sub-10024_acq-bold_run-1_magnitude1.nii.gz; sub-10024/fmap/sub-10024_acq-bold_run-1_magnitude2.json; sub-10024/fmap/sub-10024_acq-bold_run-1_magnitude2.nii.gz; sub-10024/fmap/sub-10024_acq-bold_run-1_phasediff.json; sub-10024/fmap/sub-10024_acq-bold_run-1_phasediff.nii.gz; sub-10028/fmap/sub-10028_acq-bold_run-1_magnitude1.json; sub-10028/fmap/sub-10028_acq-bold_run-1_magnitude1.nii.gz; sub-10028/fmap/sub-10028_acq-bold_run-1_magnitude2.json; sub-10028/fmap/sub-10028_acq-bold_run-1_magnitude2.nii.gz; sub-10028/fmap/sub-10028_acq-bold_run-1_phasediff.json; sub-10028/fmap/sub-10028_acq-bold_run-1_phasediff.nii.gz; sub-10041/fmap/sub-10041_acq-bold_run-1_magnitude1.json; sub-10041/fmap/sub-10041_acq-bold_run-1_magnitude1.nii.gz; sub-10041/fmap/sub-10041_acq-bold_run-1_magnitude2.json; sub-10041/fmap/sub-10041_acq-bold_run-1_magnitude2.nii.gz; sub-10041/fmap/sub-10041_acq-bold_run-1_phasediff.json; sub-10041/fmap/sub-10041_acq-bold_run-1_phasediff.nii.gz; sub-10054/fmap/sub-10054_acq-bold_run-1_magnitude1.json; sub-10054/fmap/sub-10054_acq-bold_run-1_magnitude1.nii.gz; sub-10054/fmap/sub-10054_acq-bold_run-1_magnitude2.json; sub-10054/fmap/sub-10054_acq-bold_run-1_magnitude2.nii.gz; sub-10054/fmap/sub-10054_acq-bold_run-1_phasediff.json; sub-10054/fmap/sub-10054_acq-bold_run-1_phasediff.nii.gz; sub-10074/fmap/sub-10074_acq-bold_run-1_magnitude1.json; sub-10074/fmap/sub-10074_acq-bold_run-1_magnitude1.nii.gz; sub-10074/fmap/sub-10074_acq-bold_run-1_magnitude2.json; sub-10074/fmap/sub-10074_acq-bold_run-1_magnitude2.nii.gz; sub-10074/fmap/sub-10074_acq-bold_run-1_phasediff.json; sub-10074/fmap/sub-10074_acq-bold_run-1_phasediff.nii.gz; sub-10078/fmap/sub-10078_acq-bold_run-1_magnitude1.json; sub-10078/fmap/sub-10078_acq-bold_run-1_magnitude1.nii.gz; sub-10078/fmap/sub-10078_acq-bold_run-1_magnitude2.json; sub-10078/fmap/sub-10078_acq-bold_run-1_magnitude2.nii.gz; sub-10078/fmap/sub-10078_acq-bold_run-1_phasediff.json; sub-10078/fmap/sub-10078_acq-bold_run-1_phasediff.nii.gz; sub-10125/fmap/sub-10125_acq-bold_run-1_magnitude1.json; sub-10125/fmap/sub-10125_acq-bold_run-1_magnitude1.nii.gz; sub-10125/fmap/sub-10125_acq-bold_run-1_magnitude2.json; sub-10125/fmap/sub-10125_acq-bold_run-1_magnitude2.nii.gz; ... (+20 more)	
complete	fmap-bold-run-1		1	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic; n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[86, 86, 54]	[2.69767451, 2.69767451, 2.97000003]	86	62	86	2.7	2.97	1	HeadNeck_64	0	sub-10006/fmap/sub-10006_acq-bold_run-1_magnitude1.json; sub-10006/fmap/sub-10006_acq-bold_run-1_magnitude1.nii.gz; sub-10006/fmap/sub-10006_acq-bold_run-1_magnitude2.json; sub-10006/fmap/sub-10006_acq-bold_run-1_magnitude2.nii.gz; sub-10006/fmap/sub-10006_acq-bold_run-1_phasediff.json; sub-10006/fmap/sub-10006_acq-bold_run-1_phasediff.nii.gz	
complete	fmap-bold-run-1		1	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10382/fmap/sub-10382_acq-bold_run-1_magnitude1.json; sub-10382/fmap/sub-10382_acq-bold_run-1_magnitude1.nii.gz; sub-10382/fmap/sub-10382_acq-bold_run-1_magnitude2.json; sub-10382/fmap/sub-10382_acq-bold_run-1_magnitude2.nii.gz; sub-10382/fmap/sub-10382_acq-bold_run-1_phasediff.json; sub-10382/fmap/sub-10382_acq-bold_run-1_phasediff.nii.gz	
complete	fmap-bold-run-2		2	0		2	0.00492; 0.00738	0.645			60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic; n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_64	0	sub-10074/fmap/sub-10074_acq-bold_run-2_magnitude1.json; sub-10074/fmap/sub-10074_acq-bold_run-2_magnitude1.nii.gz; sub-10074/fmap/sub-10074_acq-bold_run-2_magnitude2.json; sub-10074/fmap/sub-10074_acq-bold_run-2_magnitude2.nii.gz; sub-10074/fmap/sub-10074_acq-bold_run-2_phasediff.json; sub-10074/fmap/sub-10074_acq-bold_run-2_phasediff.nii.gz; sub-10108/fmap/sub-10108_acq-bold_run-2_magnitude1.json; sub-10108/fmap/sub-10108_acq-bold_run-2_magnitude1.nii.gz; sub-10108/fmap/sub-10108_acq-bold_run-2_magnitude2.json; sub-10108/fmap/sub-10108_acq-bold_run-2_magnitude2.nii.gz; sub-10108/fmap/sub-10108_acq-bold_run-2_phasediff.json; sub-10108/fmap/sub-10108_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		2	0		2	0.00492; 0.00738	0.645			60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=54; interleaved or non-monotonic; n=54; range=0..0.63281 s; unique=54; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_64	0	sub-10188/fmap/sub-10188_acq-bold_run-2_magnitude1.json; sub-10188/fmap/sub-10188_acq-bold_run-2_magnitude1.nii.gz; sub-10188/fmap/sub-10188_acq-bold_run-2_magnitude2.json; sub-10188/fmap/sub-10188_acq-bold_run-2_magnitude2.nii.gz; sub-10188/fmap/sub-10188_acq-bold_run-2_phasediff.json; sub-10188/fmap/sub-10188_acq-bold_run-2_phasediff.nii.gz; sub-10221/fmap/sub-10221_acq-bold_run-2_magnitude1.json; sub-10221/fmap/sub-10221_acq-bold_run-2_magnitude1.nii.gz; sub-10221/fmap/sub-10221_acq-bold_run-2_magnitude2.json; sub-10221/fmap/sub-10221_acq-bold_run-2_magnitude2.nii.gz; sub-10221/fmap/sub-10221_acq-bold_run-2_phasediff.json; sub-10221/fmap/sub-10221_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		6	0		2	0.00492; 0.00738	0.645			60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.63281 s; unique=54; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10185/fmap/sub-10185_acq-bold_run-2_magnitude1.json; sub-10185/fmap/sub-10185_acq-bold_run-2_magnitude1.nii.gz; sub-10185/fmap/sub-10185_acq-bold_run-2_magnitude2.json; sub-10185/fmap/sub-10185_acq-bold_run-2_magnitude2.nii.gz; sub-10185/fmap/sub-10185_acq-bold_run-2_phasediff.json; sub-10185/fmap/sub-10185_acq-bold_run-2_phasediff.nii.gz; sub-10321/fmap/sub-10321_acq-bold_run-2_magnitude1.json; sub-10321/fmap/sub-10321_acq-bold_run-2_magnitude1.nii.gz; sub-10321/fmap/sub-10321_acq-bold_run-2_magnitude2.json; sub-10321/fmap/sub-10321_acq-bold_run-2_magnitude2.nii.gz; sub-10321/fmap/sub-10321_acq-bold_run-2_phasediff.json; sub-10321/fmap/sub-10321_acq-bold_run-2_phasediff.nii.gz; sub-10391/fmap/sub-10391_acq-bold_run-2_magnitude1.json; sub-10391/fmap/sub-10391_acq-bold_run-2_magnitude1.nii.gz; sub-10391/fmap/sub-10391_acq-bold_run-2_magnitude2.json; sub-10391/fmap/sub-10391_acq-bold_run-2_magnitude2.nii.gz; sub-10391/fmap/sub-10391_acq-bold_run-2_phasediff.json; sub-10391/fmap/sub-10391_acq-bold_run-2_phasediff.nii.gz; sub-10416/fmap/sub-10416_acq-bold_run-2_magnitude1.json; sub-10416/fmap/sub-10416_acq-bold_run-2_magnitude1.nii.gz; sub-10416/fmap/sub-10416_acq-bold_run-2_magnitude2.json; sub-10416/fmap/sub-10416_acq-bold_run-2_magnitude2.nii.gz; sub-10416/fmap/sub-10416_acq-bold_run-2_phasediff.json; sub-10416/fmap/sub-10416_acq-bold_run-2_phasediff.nii.gz; sub-10438/fmap/sub-10438_acq-bold_run-2_magnitude1.json; sub-10438/fmap/sub-10438_acq-bold_run-2_magnitude1.nii.gz; sub-10438/fmap/sub-10438_acq-bold_run-2_magnitude2.json; sub-10438/fmap/sub-10438_acq-bold_run-2_magnitude2.nii.gz; sub-10438/fmap/sub-10438_acq-bold_run-2_phasediff.json; sub-10438/fmap/sub-10438_acq-bold_run-2_phasediff.nii.gz; sub-10716/fmap/sub-10716_acq-bold_run-2_magnitude1.json; sub-10716/fmap/sub-10716_acq-bold_run-2_magnitude1.nii.gz; sub-10716/fmap/sub-10716_acq-bold_run-2_magnitude2.json; sub-10716/fmap/sub-10716_acq-bold_run-2_magnitude2.nii.gz; sub-10716/fmap/sub-10716_acq-bold_run-2_phasediff.json; sub-10716/fmap/sub-10716_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		9	0		2	0.00492; 0.00738	0.645			60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.63281 s; unique=54; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_64	0	sub-10017/fmap/sub-10017_acq-bold_run-2_magnitude1.json; sub-10017/fmap/sub-10017_acq-bold_run-2_magnitude1.nii.gz; sub-10017/fmap/sub-10017_acq-bold_run-2_magnitude2.json; sub-10017/fmap/sub-10017_acq-bold_run-2_magnitude2.nii.gz; sub-10017/fmap/sub-10017_acq-bold_run-2_phasediff.json; sub-10017/fmap/sub-10017_acq-bold_run-2_phasediff.nii.gz; sub-10035/fmap/sub-10035_acq-bold_run-2_magnitude1.json; sub-10035/fmap/sub-10035_acq-bold_run-2_magnitude1.nii.gz; sub-10035/fmap/sub-10035_acq-bold_run-2_magnitude2.json; sub-10035/fmap/sub-10035_acq-bold_run-2_magnitude2.nii.gz; sub-10035/fmap/sub-10035_acq-bold_run-2_phasediff.json; sub-10035/fmap/sub-10035_acq-bold_run-2_phasediff.nii.gz; sub-10043/fmap/sub-10043_acq-bold_run-2_magnitude1.json; sub-10043/fmap/sub-10043_acq-bold_run-2_magnitude1.nii.gz; sub-10043/fmap/sub-10043_acq-bold_run-2_magnitude2.json; sub-10043/fmap/sub-10043_acq-bold_run-2_magnitude2.nii.gz; sub-10043/fmap/sub-10043_acq-bold_run-2_phasediff.json; sub-10043/fmap/sub-10043_acq-bold_run-2_phasediff.nii.gz; sub-10059/fmap/sub-10059_acq-bold_run-2_magnitude1.json; sub-10059/fmap/sub-10059_acq-bold_run-2_magnitude1.nii.gz; sub-10059/fmap/sub-10059_acq-bold_run-2_magnitude2.json; sub-10059/fmap/sub-10059_acq-bold_run-2_magnitude2.nii.gz; sub-10059/fmap/sub-10059_acq-bold_run-2_phasediff.json; sub-10059/fmap/sub-10059_acq-bold_run-2_phasediff.nii.gz; sub-10069/fmap/sub-10069_acq-bold_run-2_magnitude1.json; sub-10069/fmap/sub-10069_acq-bold_run-2_magnitude1.nii.gz; sub-10069/fmap/sub-10069_acq-bold_run-2_magnitude2.json; sub-10069/fmap/sub-10069_acq-bold_run-2_magnitude2.nii.gz; sub-10069/fmap/sub-10069_acq-bold_run-2_phasediff.json; sub-10069/fmap/sub-10069_acq-bold_run-2_phasediff.nii.gz; sub-10080/fmap/sub-10080_acq-bold_run-2_magnitude1.json; sub-10080/fmap/sub-10080_acq-bold_run-2_magnitude1.nii.gz; sub-10080/fmap/sub-10080_acq-bold_run-2_magnitude2.json; sub-10080/fmap/sub-10080_acq-bold_run-2_magnitude2.nii.gz; sub-10080/fmap/sub-10080_acq-bold_run-2_phasediff.json; sub-10080/fmap/sub-10080_acq-bold_run-2_phasediff.nii.gz; sub-10085/fmap/sub-10085_acq-bold_run-2_magnitude1.json; sub-10085/fmap/sub-10085_acq-bold_run-2_magnitude1.nii.gz; sub-10085/fmap/sub-10085_acq-bold_run-2_magnitude2.json; sub-10085/fmap/sub-10085_acq-bold_run-2_magnitude2.nii.gz; ... (+14 more)	
complete	fmap-bold-run-2		1	0		2	0.00492; 0.00738	0.645			60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.63281 s; unique=54; interleaved or non-monotonic	54	[86, 86, 54]	[2.69767451, 2.69767451, 2.97000003]	86	62	86	2.7	2.97	1	HeadNeck_64	0	sub-10015/fmap/sub-10015_acq-bold_run-2_magnitude1.json; sub-10015/fmap/sub-10015_acq-bold_run-2_magnitude1.nii.gz; sub-10015/fmap/sub-10015_acq-bold_run-2_magnitude2.json; sub-10015/fmap/sub-10015_acq-bold_run-2_magnitude2.nii.gz; sub-10015/fmap/sub-10015_acq-bold_run-2_phasediff.json; sub-10015/fmap/sub-10015_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		1	0		2	0.00492; 0.00738	0.645			60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.63281 s; unique=54; interleaved or non-monotonic; n=54; range=0..0.64062 s; unique=54; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10652/fmap/sub-10652_acq-bold_run-2_magnitude1.json; sub-10652/fmap/sub-10652_acq-bold_run-2_magnitude1.nii.gz; sub-10652/fmap/sub-10652_acq-bold_run-2_magnitude2.json; sub-10652/fmap/sub-10652_acq-bold_run-2_magnitude2.nii.gz; sub-10652/fmap/sub-10652_acq-bold_run-2_phasediff.json; sub-10652/fmap/sub-10652_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		2	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10198/fmap/sub-10198_acq-bold_run-2_magnitude1.json; sub-10198/fmap/sub-10198_acq-bold_run-2_magnitude1.nii.gz; sub-10198/fmap/sub-10198_acq-bold_run-2_magnitude2.json; sub-10198/fmap/sub-10198_acq-bold_run-2_magnitude2.nii.gz; sub-10198/fmap/sub-10198_acq-bold_run-2_phasediff.json; sub-10198/fmap/sub-10198_acq-bold_run-2_phasediff.nii.gz; sub-10234/fmap/sub-10234_acq-bold_run-2_magnitude1.json; sub-10234/fmap/sub-10234_acq-bold_run-2_magnitude1.nii.gz; sub-10234/fmap/sub-10234_acq-bold_run-2_magnitude2.json; sub-10234/fmap/sub-10234_acq-bold_run-2_magnitude2.nii.gz; sub-10234/fmap/sub-10234_acq-bold_run-2_phasediff.json; sub-10234/fmap/sub-10234_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		1	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_64	0	sub-10186/fmap/sub-10186_acq-bold_run-2_magnitude1.json; sub-10186/fmap/sub-10186_acq-bold_run-2_magnitude1.nii.gz; sub-10186/fmap/sub-10186_acq-bold_run-2_magnitude2.json; sub-10186/fmap/sub-10186_acq-bold_run-2_magnitude2.nii.gz; sub-10186/fmap/sub-10186_acq-bold_run-2_phasediff.json; sub-10186/fmap/sub-10186_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-2		10	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic; n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10203/fmap/sub-10203_acq-bold_run-2_magnitude1.json; sub-10203/fmap/sub-10203_acq-bold_run-2_magnitude1.nii.gz; sub-10203/fmap/sub-10203_acq-bold_run-2_magnitude2.json; sub-10203/fmap/sub-10203_acq-bold_run-2_magnitude2.nii.gz; sub-10203/fmap/sub-10203_acq-bold_run-2_phasediff.json; sub-10203/fmap/sub-10203_acq-bold_run-2_phasediff.nii.gz; sub-10296/fmap/sub-10296_acq-bold_run-2_magnitude1.json; sub-10296/fmap/sub-10296_acq-bold_run-2_magnitude1.nii.gz; sub-10296/fmap/sub-10296_acq-bold_run-2_magnitude2.json; sub-10296/fmap/sub-10296_acq-bold_run-2_magnitude2.nii.gz; sub-10296/fmap/sub-10296_acq-bold_run-2_phasediff.json; sub-10296/fmap/sub-10296_acq-bold_run-2_phasediff.nii.gz; sub-10303/fmap/sub-10303_acq-bold_run-2_magnitude1.json; sub-10303/fmap/sub-10303_acq-bold_run-2_magnitude1.nii.gz; sub-10303/fmap/sub-10303_acq-bold_run-2_magnitude2.json; sub-10303/fmap/sub-10303_acq-bold_run-2_magnitude2.nii.gz; sub-10303/fmap/sub-10303_acq-bold_run-2_phasediff.json; sub-10303/fmap/sub-10303_acq-bold_run-2_phasediff.nii.gz; sub-10318/fmap/sub-10318_acq-bold_run-2_magnitude1.json; sub-10318/fmap/sub-10318_acq-bold_run-2_magnitude1.nii.gz; sub-10318/fmap/sub-10318_acq-bold_run-2_magnitude2.json; sub-10318/fmap/sub-10318_acq-bold_run-2_magnitude2.nii.gz; sub-10318/fmap/sub-10318_acq-bold_run-2_phasediff.json; sub-10318/fmap/sub-10318_acq-bold_run-2_phasediff.nii.gz; sub-10319/fmap/sub-10319_acq-bold_run-2_magnitude1.json; sub-10319/fmap/sub-10319_acq-bold_run-2_magnitude1.nii.gz; sub-10319/fmap/sub-10319_acq-bold_run-2_magnitude2.json; sub-10319/fmap/sub-10319_acq-bold_run-2_magnitude2.nii.gz; sub-10319/fmap/sub-10319_acq-bold_run-2_phasediff.json; sub-10319/fmap/sub-10319_acq-bold_run-2_phasediff.nii.gz; sub-10320/fmap/sub-10320_acq-bold_run-2_magnitude1.json; sub-10320/fmap/sub-10320_acq-bold_run-2_magnitude1.nii.gz; sub-10320/fmap/sub-10320_acq-bold_run-2_magnitude2.json; sub-10320/fmap/sub-10320_acq-bold_run-2_magnitude2.nii.gz; sub-10320/fmap/sub-10320_acq-bold_run-2_phasediff.json; sub-10320/fmap/sub-10320_acq-bold_run-2_phasediff.nii.gz; sub-10382/fmap/sub-10382_acq-bold_run-2_magnitude1.json; sub-10382/fmap/sub-10382_acq-bold_run-2_magnitude1.nii.gz; sub-10382/fmap/sub-10382_acq-bold_run-2_magnitude2.json; sub-10382/fmap/sub-10382_acq-bold_run-2_magnitude2.nii.gz; ... (+20 more)	
complete	fmap-bold-run-2		11	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic; n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_64	0	sub-10024/fmap/sub-10024_acq-bold_run-2_magnitude1.json; sub-10024/fmap/sub-10024_acq-bold_run-2_magnitude1.nii.gz; sub-10024/fmap/sub-10024_acq-bold_run-2_magnitude2.json; sub-10024/fmap/sub-10024_acq-bold_run-2_magnitude2.nii.gz; sub-10024/fmap/sub-10024_acq-bold_run-2_phasediff.json; sub-10024/fmap/sub-10024_acq-bold_run-2_phasediff.nii.gz; sub-10028/fmap/sub-10028_acq-bold_run-2_magnitude1.json; sub-10028/fmap/sub-10028_acq-bold_run-2_magnitude1.nii.gz; sub-10028/fmap/sub-10028_acq-bold_run-2_magnitude2.json; sub-10028/fmap/sub-10028_acq-bold_run-2_magnitude2.nii.gz; sub-10028/fmap/sub-10028_acq-bold_run-2_phasediff.json; sub-10028/fmap/sub-10028_acq-bold_run-2_phasediff.nii.gz; sub-10041/fmap/sub-10041_acq-bold_run-2_magnitude1.json; sub-10041/fmap/sub-10041_acq-bold_run-2_magnitude1.nii.gz; sub-10041/fmap/sub-10041_acq-bold_run-2_magnitude2.json; sub-10041/fmap/sub-10041_acq-bold_run-2_magnitude2.nii.gz; sub-10041/fmap/sub-10041_acq-bold_run-2_phasediff.json; sub-10041/fmap/sub-10041_acq-bold_run-2_phasediff.nii.gz; sub-10054/fmap/sub-10054_acq-bold_run-2_magnitude1.json; sub-10054/fmap/sub-10054_acq-bold_run-2_magnitude1.nii.gz; sub-10054/fmap/sub-10054_acq-bold_run-2_magnitude2.json; sub-10054/fmap/sub-10054_acq-bold_run-2_magnitude2.nii.gz; sub-10054/fmap/sub-10054_acq-bold_run-2_phasediff.json; sub-10054/fmap/sub-10054_acq-bold_run-2_phasediff.nii.gz; sub-10078/fmap/sub-10078_acq-bold_run-2_magnitude1.json; sub-10078/fmap/sub-10078_acq-bold_run-2_magnitude1.nii.gz; sub-10078/fmap/sub-10078_acq-bold_run-2_magnitude2.json; sub-10078/fmap/sub-10078_acq-bold_run-2_magnitude2.nii.gz; sub-10078/fmap/sub-10078_acq-bold_run-2_phasediff.json; sub-10078/fmap/sub-10078_acq-bold_run-2_phasediff.nii.gz; sub-10125/fmap/sub-10125_acq-bold_run-2_magnitude1.json; sub-10125/fmap/sub-10125_acq-bold_run-2_magnitude1.nii.gz; sub-10125/fmap/sub-10125_acq-bold_run-2_magnitude2.json; sub-10125/fmap/sub-10125_acq-bold_run-2_magnitude2.nii.gz; sub-10125/fmap/sub-10125_acq-bold_run-2_phasediff.json; sub-10125/fmap/sub-10125_acq-bold_run-2_phasediff.nii.gz; sub-10130/fmap/sub-10130_acq-bold_run-2_magnitude1.json; sub-10130/fmap/sub-10130_acq-bold_run-2_magnitude1.nii.gz; sub-10130/fmap/sub-10130_acq-bold_run-2_magnitude2.json; sub-10130/fmap/sub-10130_acq-bold_run-2_magnitude2.nii.gz; ... (+26 more)	
complete	fmap-bold-run-2		3	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.64062 s; unique=42; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10166/fmap/sub-10166_acq-bold_run-2_magnitude1.json; sub-10166/fmap/sub-10166_acq-bold_run-2_magnitude1.nii.gz; sub-10166/fmap/sub-10166_acq-bold_run-2_magnitude2.json; sub-10166/fmap/sub-10166_acq-bold_run-2_magnitude2.nii.gz; sub-10166/fmap/sub-10166_acq-bold_run-2_phasediff.json; sub-10166/fmap/sub-10166_acq-bold_run-2_phasediff.nii.gz; sub-10223/fmap/sub-10223_acq-bold_run-2_magnitude1.json; sub-10223/fmap/sub-10223_acq-bold_run-2_magnitude1.nii.gz; sub-10223/fmap/sub-10223_acq-bold_run-2_magnitude2.json; sub-10223/fmap/sub-10223_acq-bold_run-2_magnitude2.nii.gz; sub-10223/fmap/sub-10223_acq-bold_run-2_phasediff.json; sub-10223/fmap/sub-10223_acq-bold_run-2_phasediff.nii.gz; sub-10363/fmap/sub-10363_acq-bold_run-2_magnitude1.json; sub-10363/fmap/sub-10363_acq-bold_run-2_magnitude1.nii.gz; sub-10363/fmap/sub-10363_acq-bold_run-2_magnitude2.json; sub-10363/fmap/sub-10363_acq-bold_run-2_magnitude2.nii.gz; sub-10363/fmap/sub-10363_acq-bold_run-2_phasediff.json; sub-10363/fmap/sub-10363_acq-bold_run-2_phasediff.nii.gz	
complete	fmap-bold-run-3		1	0		2	0.00492; 0.00738	0.645	2		60	GR	%SiemensSeq%\gre_field_mapping	j-	NIfTI axes LAS	interleaved or non-monotonic slice-index timing	n=54; range=0..0.625 s; unique=41; interleaved or non-monotonic	54	[80, 80, 54]	[2.70000005, 2.70000005, 2.97000003]	80	80	80	2.7	2.97	1	HeadNeck_20	0	sub-10198/fmap/sub-10198_acq-bold_run-3_magnitude1.json; sub-10198/fmap/sub-10198_acq-bold_run-3_magnitude1.nii.gz; sub-10198/fmap/sub-10198_acq-bold_run-3_magnitude2.json; sub-10198/fmap/sub-10198_acq-bold_run-3_magnitude2.nii.gz; sub-10198/fmap/sub-10198_acq-bold_run-3_phasediff.json; sub-10198/fmap/sub-10198_acq-bold_run-3_phasediff.nii.gz	
