subject,headcoil,acq,tedana_minus_base,fd_mean
10017,64,mb1me4,-24.599789500000043,0.0658085916614474
10017,64,mb1me4,-24.599789500000043,0.0658085916614474
10017,64,mb1me4,-24.599789500000043,0.0658085916614474
10017,64,mb1me4,-24.599789500000043,0.0658085916614474
10024,64,mb1me4,-0.5303064999999947,
10035,64,mb1me4,64.58438000999999,
10041,64,mb1me4,19.019096399999995,
10043,64,mb1me4,-43.2546006,0.0834429229632915
10043,64,mb1me4,-43.2546006,0.0834429229632915
10043,64,mb1me4,-43.2546006,0.0834429229632915
10043,64,mb1me4,-43.2546006,0.0834429229632915
10054,64,mb1me4,-54.27193510000001,
10059,64,mb1me4,42.94024768999999,
10069,64,mb1me4,-30.447393699999992,0.360220739363674
10069,64,mb1me4,-30.447393699999992,0.360220739363674
10069,64,mb1me4,-30.447393699999992,0.360220739363674
10069,64,mb1me4,-30.447393699999992,0.360220739363674
10074,64,mb1me4,252.998473822,0.0681478586406567
10074,64,mb1me4,252.998473822,0.0681478586406567
10074,64,mb1me4,252.998473822,0.0681478586406567
10074,64,mb1me4,252.998473822,0.0681478586406567
10078,64,mb1me4,-33.390399099999996,
10080,64,mb1me4,181.76628959999994,0.0911830881069275
10080,64,mb1me4,181.76628959999994,0.0911830881069275
10080,64,mb1me4,181.76628959999994,0.0911830881069275
10080,64,mb1me4,181.76628959999994,0.0911830881069275
10085,64,mb1me4,13.398807019999992,0.246418003740331
10085,64,mb1me4,13.398807019999992,0.246418003740331
10085,64,mb1me4,13.398807019999992,0.246418003740331
10085,64,mb1me4,13.398807019999992,0.246418003740331
10094,64,mb1me4,188.44607978,0.337234441140893
10094,64,mb1me4,188.44607978,0.337234441140893
10094,64,mb1me4,188.44607978,0.337234441140893
10094,64,mb1me4,188.44607978,0.337234441140893
10108,64,mb1me4,16.270094880000002,0.0510471398706209
10108,64,mb1me4,16.270094880000002,0.0510471398706209
10108,64,mb1me4,16.270094880000002,0.0510471398706209
10108,64,mb1me4,16.270094880000002,0.0510471398706209
10125,64,mb1me4,6.7627219000000025,0.1328543610045844
10125,64,mb1me4,6.7627219000000025,0.1328543610045844
10125,64,mb1me4,6.7627219000000025,0.1328543610045844
10125,64,mb1me4,6.7627219000000025,0.1328543610045844
10130,64,mb1me4,-68.26881620000002,
10136,64,mb1me4,20.65680100000003,0.269363230065085
10136,64,mb1me4,20.65680100000003,0.269363230065085
10136,64,mb1me4,20.65680100000003,0.269363230065085
10136,64,mb1me4,20.65680100000003,0.269363230065085
10137,64,mb1me4,2.2585137999999745,0.0544556639665162
10137,64,mb1me4,2.2585137999999745,0.0544556639665162
10137,64,mb1me4,2.2585137999999745,0.0544556639665162
10137,64,mb1me4,2.2585137999999745,0.0544556639665162
10142,64,mb1me4,-41.16481350000001,0.1158248800383965
10142,64,mb1me4,-41.16481350000001,0.1158248800383965
10142,64,mb1me4,-41.16481350000001,0.1158248800383965
10142,64,mb1me4,-41.16481350000001,0.1158248800383965
10150,64,mb1me4,-34.95712874,
10154,64,mb1me4,-85.26363800000001,0.145687696388785
10154,64,mb1me4,-85.26363800000001,0.145687696388785
10154,64,mb1me4,-85.26363800000001,0.145687696388785
10154,64,mb1me4,-85.26363800000001,0.145687696388785
10166,20,mb1me4,108.83981869999997,0.1941009575660486
10166,20,mb1me4,108.83981869999997,0.1941009575660486
10166,20,mb1me4,108.83981869999997,0.1941009575660486
10166,20,mb1me4,108.83981869999997,0.1941009575660486
10185,20,mb1me4,0.0,
10186,64,mb1me4,-66.28521045,0.0850170545005366
10186,64,mb1me4,-66.28521045,0.0850170545005366
10186,64,mb1me4,-66.28521045,0.0850170545005366
10186,64,mb1me4,-66.28521045,0.0850170545005366
10188,64,mb1me4,134.10022780000008,0.0939569419605255
10188,64,mb1me4,134.10022780000008,0.0939569419605255
10188,64,mb1me4,134.10022780000008,0.0939569419605255
10188,64,mb1me4,134.10022780000008,0.0939569419605255
10203,20,mb1me4,0.0,0.0806928071608463
10203,20,mb1me4,0.0,0.0806928071608463
10203,20,mb1me4,0.0,0.0806928071608463
10203,20,mb1me4,0.0,0.0806928071608463
10221,64,mb1me4,-10.053855400000003,
10223,20,mb1me4,-12.865517380000002,
10234,20,mb1me4,0.0,
10296,20,mb1me4,69.10086130000002,0.0974095819686846
10296,20,mb1me4,69.10086130000002,0.0974095819686846
10296,20,mb1me4,69.10086130000002,0.0974095819686846
10296,20,mb1me4,69.10086130000002,0.0974095819686846
10318,20,mb1me4,91.32179730000007,0.0776785162382578
10318,20,mb1me4,91.32179730000007,0.0776785162382578
10318,20,mb1me4,91.32179730000007,0.0776785162382578
10318,20,mb1me4,91.32179730000007,0.0776785162382578
10319,20,mb1me4,-209.31463061000002,0.1436415744639212
10319,20,mb1me4,-209.31463061000002,0.1436415744639212
10319,20,mb1me4,-209.31463061000002,0.1436415744639212
10319,20,mb1me4,-209.31463061000002,0.1436415744639212
10320,20,mb1me4,54.322791699999996,0.0757532458647312
10320,20,mb1me4,54.322791699999996,0.0757532458647312
10320,20,mb1me4,54.322791699999996,0.0757532458647312
10320,20,mb1me4,54.322791699999996,0.0757532458647312
10321,20,mb1me4,0.0,
10363,20,mb1me4,-6.569874179999999,0.081870456497166
10363,20,mb1me4,-6.569874179999999,0.081870456497166
10363,20,mb1me4,-6.569874179999999,0.081870456497166
10363,20,mb1me4,-6.569874179999999,0.081870456497166
10382,20,mb1me4,168.8627924,
10391,20,mb1me4,40.900498200000015,0.1015445825467664
10391,20,mb1me4,40.900498200000015,0.1015445825467664
10391,20,mb1me4,40.900498200000015,0.1015445825467664
10391,20,mb1me4,40.900498200000015,0.1015445825467664
10416,20,mb1me4,-29.754339200000004,
10422,20,mb1me4,0.8744427999999971,0.1959145105711236
10422,20,mb1me4,0.8744427999999971,0.1959145105711236
10422,20,mb1me4,0.8744427999999971,0.1959145105711236
10422,20,mb1me4,0.8744427999999971,0.1959145105711236
10438,20,mb1me4,-55.30687180000001,0.1525156301761489
10438,20,mb1me4,-55.30687180000001,0.1525156301761489
10438,20,mb1me4,-55.30687180000001,0.1525156301761489
10438,20,mb1me4,-55.30687180000001,0.1525156301761489
12042,20,mb1me4,-2.5984981000000005,0.0910520466963916
12042,20,mb1me4,-2.5984981000000005,0.0910520466963916
12042,20,mb1me4,-2.5984981000000005,0.0910520466963916
12042,20,mb1me4,-2.5984981000000005,0.0910520466963916
10017,64,mb3me4,-48.597552900000096,0.0939679765632274
10017,64,mb3me4,-48.597552900000096,0.0939679765632274
10017,64,mb3me4,-48.597552900000096,0.0939679765632274
10017,64,mb3me4,-48.597552900000096,0.0939679765632274
10024,64,mb3me4,2.0745410000000106,
10035,64,mb3me4,-6.15648118,
10041,64,mb3me4,-4.960405100000003,
10043,64,mb3me4,-41.82040864,0.1067638098905768
10043,64,mb3me4,-41.82040864,0.1067638098905768
10043,64,mb3me4,-41.82040864,0.1067638098905768
10043,64,mb3me4,-41.82040864,0.1067638098905768
10054,64,mb3me4,-42.73024575,
10059,64,mb3me4,-49.047810200000015,
10069,64,mb3me4,54.1324477,0.2476172826090157
10069,64,mb3me4,54.1324477,0.2476172826090157
10069,64,mb3me4,54.1324477,0.2476172826090157
10069,64,mb3me4,54.1324477,0.2476172826090157
10074,64,mb3me4,15.893253339999987,0.1275925129654297
10074,64,mb3me4,15.893253339999987,0.1275925129654297
10074,64,mb3me4,15.893253339999987,0.1275925129654297
10074,64,mb3me4,15.893253339999987,0.1275925129654297
10078,64,mb3me4,11.798879100000022,
10080,64,mb3me4,-234.9651149,0.1470285045198627
10080,64,mb3me4,-234.9651149,0.1470285045198627
10080,64,mb3me4,-234.9651149,0.1470285045198627
10080,64,mb3me4,-234.9651149,0.1470285045198627
10085,64,mb3me4,37.86240884,0.29260768041125
10085,64,mb3me4,37.86240884,0.29260768041125
10085,64,mb3me4,37.86240884,0.29260768041125
10085,64,mb3me4,37.86240884,0.29260768041125
10094,64,mb3me4,346.55094777,0.459042112506467
10094,64,mb3me4,346.55094777,0.459042112506467
10094,64,mb3me4,346.55094777,0.459042112506467
10094,64,mb3me4,346.55094777,0.459042112506467
10108,64,mb3me4,-34.02735697999999,0.1125931678063174
10108,64,mb3me4,-34.02735697999999,0.1125931678063174
10108,64,mb3me4,-34.02735697999999,0.1125931678063174
10108,64,mb3me4,-34.02735697999999,0.1125931678063174
10125,64,mb3me4,6.97540832,0.1711319694338648
10125,64,mb3me4,6.97540832,0.1711319694338648
10125,64,mb3me4,6.97540832,0.1711319694338648
10125,64,mb3me4,6.97540832,0.1711319694338648
10130,64,mb3me4,9.7758692648,
10136,64,mb3me4,-51.925755339999995,0.2842786247995069
10136,64,mb3me4,-51.925755339999995,0.2842786247995069
10136,64,mb3me4,-51.925755339999995,0.2842786247995069
10136,64,mb3me4,-51.925755339999995,0.2842786247995069
10137,64,mb3me4,250.34043286,0.0998188980421691
10137,64,mb3me4,250.34043286,0.0998188980421691
10137,64,mb3me4,250.34043286,0.0998188980421691
10137,64,mb3me4,250.34043286,0.0998188980421691
10142,64,mb3me4,7.428483909999997,0.1206845863576536
10142,64,mb3me4,7.428483909999997,0.1206845863576536
10142,64,mb3me4,7.428483909999997,0.1206845863576536
10142,64,mb3me4,7.428483909999997,0.1206845863576536
10150,64,mb3me4,-43.48488072,
10154,64,mb3me4,107.23735676999999,0.0890857862907542
10154,64,mb3me4,107.23735676999999,0.0890857862907542
10154,64,mb3me4,107.23735676999999,0.0890857862907542
10154,64,mb3me4,107.23735676999999,0.0890857862907542
10166,20,mb3me4,18.507161999999994,0.1575076842949864
10166,20,mb3me4,18.507161999999994,0.1575076842949864
10166,20,mb3me4,18.507161999999994,0.1575076842949864
10166,20,mb3me4,18.507161999999994,0.1575076842949864
10185,20,mb3me4,-11.725918400000069,
