subject,headcoil,acq,tedana_minus_base,fd_mean
10017,64,mb1me4,0.028893995899999997,0.0658085916614474
10017,64,mb1me4,0.028893995899999997,0.0658085916614474
10017,64,mb1me4,0.028893995899999997,0.0658085916614474
10017,64,mb1me4,0.028893995899999997,0.0658085916614474
10024,64,mb1me4,-0.646562176,
10035,64,mb1me4,-0.17402575235,
10041,64,mb1me4,-0.09157002750000004,
10043,64,mb1me4,-0.36599803166,0.0834429229632915
10043,64,mb1me4,-0.36599803166,0.0834429229632915
10043,64,mb1me4,-0.36599803166,0.0834429229632915
10043,64,mb1me4,-0.36599803166,0.0834429229632915
10054,64,mb1me4,-0.36474614259999993,
10059,64,mb1me4,-0.3038002206,
10069,64,mb1me4,0.14365094820000002,0.360220739363674
10069,64,mb1me4,0.14365094820000002,0.360220739363674
10069,64,mb1me4,0.14365094820000002,0.360220739363674
10069,64,mb1me4,0.14365094820000002,0.360220739363674
10074,64,mb1me4,0.6501439918999999,0.0681478586406567
10074,64,mb1me4,0.6501439918999999,0.0681478586406567
10074,64,mb1me4,0.6501439918999999,0.0681478586406567
10074,64,mb1me4,0.6501439918999999,0.0681478586406567
10078,64,mb1me4,-0.021975686100000003,
10080,64,mb1me4,-0.6616133388,0.0911830881069275
10080,64,mb1me4,-0.6616133388,0.0911830881069275
10080,64,mb1me4,-0.6616133388,0.0911830881069275
10080,64,mb1me4,-0.6616133388,0.0911830881069275
10085,64,mb1me4,-0.4223052582,0.246418003740331
10085,64,mb1me4,-0.4223052582,0.246418003740331
10085,64,mb1me4,-0.4223052582,0.246418003740331
10085,64,mb1me4,-0.4223052582,0.246418003740331
10108,64,mb1me4,-0.25653497599999997,0.0510471398706209
10108,64,mb1me4,-0.25653497599999997,0.0510471398706209
10108,64,mb1me4,-0.25653497599999997,0.0510471398706209
10108,64,mb1me4,-0.25653497599999997,0.0510471398706209
10125,64,mb1me4,-0.16902988979999994,0.1328543610045844
10125,64,mb1me4,-0.16902988979999994,0.1328543610045844
10125,64,mb1me4,-0.16902988979999994,0.1328543610045844
10125,64,mb1me4,-0.16902988979999994,0.1328543610045844
10130,64,mb1me4,0.10952658459999998,
10136,64,mb1me4,0.37591745415,0.269363230065085
10136,64,mb1me4,0.37591745415,0.269363230065085
