Subj	HC	MB	ME	InputFile
sub-10150	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10150/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10154	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10154	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10154	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10154	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10154	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10154	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10186	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10186	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10186	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10186	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10186	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10186	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10188	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10188	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10188	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10188	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10188	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10188	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10221	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10221	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10221	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10221	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10221	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10221	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10166	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10166	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10166	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10166	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10166	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10166	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10185	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10185	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10185	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10185	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10185	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10185	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10203	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10203	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10203	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10203	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10203	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10203	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10223	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10223	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10223	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10223	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10223	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10223	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10234	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10234	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10234	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10234	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10234	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10234	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10296	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10296	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10296	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10296	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10296	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10296	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10318	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10318	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10318	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10318	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10318	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10318	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10319	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10319	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10319	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10319	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10319	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10319	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10320	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10320	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10320	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10320	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10320	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10320	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10321	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10321	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10321	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10321	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10321	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10321	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10363	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10363	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10363	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10363	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10363	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10363	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10382	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10382	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10382	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10382	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10382	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10382	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10391	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10391	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10391	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10391	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10391	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10391	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10416	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10416	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10416	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10416	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10416	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10416	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10422	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10422	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10422	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10422	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
