Subj	HC	MB	ME	InputFile
sub-10054	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10054/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10054	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10054/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10059	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10059/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10059	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10059/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10059	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10059/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10059	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10059/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10059	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10059/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10059	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10059/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10069	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10069/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10069	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10069/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10069	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10069/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10069	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10069/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10069	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10069/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10069	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10069/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10074	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10074/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10074	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10074/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10074	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10074/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10074	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10074/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10074	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10074/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10074	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10074/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10078	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10078/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10078	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10078/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10078	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10078/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10078	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10078/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10078	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10078/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10078	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10078/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10080	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10080/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10080	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10080/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10080	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10080/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10080	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10080/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10080	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10080/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10080	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10080/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10085	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10085/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10085	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10085/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10085	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10085/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10085	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10085/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10085	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10085/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10085	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10085/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10108	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10108/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10108	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10108/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10108	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10108/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10108	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10108/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10108	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10108/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10108	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10108/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10125	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10125/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10125	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10125/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10125	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10125/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10125	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10125/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10125	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10125/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10125	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10125/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10130	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10130/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10130	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10130/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10130	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10130/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10130	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10130/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10130	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10130/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10130	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10130/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10136	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10136/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10136	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10136/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10136	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10136/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10136	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10136/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10136	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10136/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10136	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10136/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10137	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10137/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10137	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10137/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10137	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10137/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10137	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10137/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10137	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10137/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10137	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10137/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10142	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10142/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10142	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10142/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10142	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10142/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10142	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10142/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10142	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10142/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10142	64ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10142/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10150	64ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10150/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10150	64ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10150/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10150	64ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10150/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10150	64ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10150/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10150	64ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10150/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
