subject,acq,tedana_minus_base,fd_mean
10017,mb1me4,-0.006157860500000001,0.0658085916614474
10017,mb1me4,-0.006157860500000001,0.0658085916614474
10017,mb1me4,-0.006157860500000001,0.0658085916614474
10017,mb1me4,-0.006157860500000001,0.0658085916614474
10024,mb1me4,0.07157380130000002,
10035,mb1me4,-0.06475494029999995,
10041,mb1me4,0.4107695944,
10043,mb1me4,0.07033078189999997,0.0834429229632915
10043,mb1me4,0.07033078189999997,0.0834429229632915
10043,mb1me4,0.07033078189999997,0.0834429229632915
10043,mb1me4,0.07033078189999997,0.0834429229632915
10054,mb1me4,-0.13807758355,
10059,mb1me4,-0.11953546880000004,
10069,mb1me4,0.05023507799999999,0.360220739363674
10069,mb1me4,0.05023507799999999,0.360220739363674
10069,mb1me4,0.05023507799999999,0.360220739363674
10069,mb1me4,0.05023507799999999,0.360220739363674
10074,mb1me4,-0.14766950601,0.0681478586406567
10074,mb1me4,-0.14766950601,0.0681478586406567
10074,mb1me4,-0.14766950601,0.0681478586406567
10074,mb1me4,-0.14766950601,0.0681478586406567
10078,mb1me4,-0.1181806158,
10080,mb1me4,-0.016415243629999993,0.0911830881069275
10080,mb1me4,-0.016415243629999993,0.0911830881069275
10080,mb1me4,-0.016415243629999993,0.0911830881069275
10080,mb1me4,-0.016415243629999993,0.0911830881069275
10085,mb1me4,-0.025203274100000006,0.246418003740331
10085,mb1me4,-0.025203274100000006,0.246418003740331
10085,mb1me4,-0.025203274100000006,0.246418003740331
10085,mb1me4,-0.025203274100000006,0.246418003740331
10108,mb1me4,0.04415176879999999,0.0510471398706209
10108,mb1me4,0.04415176879999999,0.0510471398706209
10108,mb1me4,0.04415176879999999,0.0510471398706209
10108,mb1me4,0.04415176879999999,0.0510471398706209
10125,mb1me4,-0.11011082751,0.1328543610045844
10125,mb1me4,-0.11011082751,0.1328543610045844
10125,mb1me4,-0.11011082751,0.1328543610045844
10125,mb1me4,-0.11011082751,0.1328543610045844
10130,mb1me4,-0.1437830256,
10136,mb1me4,-0.09516644490000001,0.269363230065085
10136,mb1me4,-0.09516644490000001,0.269363230065085
10136,mb1me4,-0.09516644490000001,0.269363230065085
10136,mb1me4,-0.09516644490000001,0.269363230065085
10137,mb1me4,0.0036540791999999933,0.0544556639665162
10137,mb1me4,0.0036540791999999933,0.0544556639665162
10137,mb1me4,0.0036540791999999933,0.0544556639665162
10137,mb1me4,0.0036540791999999933,0.0544556639665162
10142,mb1me4,-0.01001033699999998,0.1158248800383965
10142,mb1me4,-0.01001033699999998,0.1158248800383965
10142,mb1me4,-0.01001033699999998,0.1158248800383965
10142,mb1me4,-0.01001033699999998,0.1158248800383965
10150,mb1me4,0.08122500789999998,
10154,mb1me4,-0.055604719819999995,0.145687696388785
10154,mb1me4,-0.055604719819999995,0.145687696388785
10154,mb1me4,-0.055604719819999995,0.145687696388785
10154,mb1me4,-0.055604719819999995,0.145687696388785
10166,mb1me4,0.1129683581,0.1941009575660486
10166,mb1me4,0.1129683581,0.1941009575660486
10166,mb1me4,0.1129683581,0.1941009575660486
10166,mb1me4,0.1129683581,0.1941009575660486
10185,mb1me4,0.0,
10186,mb1me4,-0.13921788305,0.0850170545005366
10186,mb1me4,-0.13921788305,0.0850170545005366
10186,mb1me4,-0.13921788305,0.0850170545005366
10186,mb1me4,-0.13921788305,0.0850170545005366
10188,mb1me4,0.14766429222,0.0939569419605255
10188,mb1me4,0.14766429222,0.0939569419605255
10188,mb1me4,0.14766429222,0.0939569419605255
10188,mb1me4,0.14766429222,0.0939569419605255
10203,mb1me4,0.0,0.0806928071608463
10203,mb1me4,0.0,0.0806928071608463
10203,mb1me4,0.0,0.0806928071608463
10203,mb1me4,0.0,0.0806928071608463
10221,mb1me4,-0.14470788110000002,
10223,mb1me4,0.020972772399999978,
10234,mb1me4,0.0,
10296,mb1me4,0.10067150250000001,0.0974095819686846
10296,mb1me4,0.10067150250000001,0.0974095819686846
10296,mb1me4,0.10067150250000001,0.0974095819686846
10296,mb1me4,0.10067150250000001,0.0974095819686846
10318,mb1me4,0.018344796800000007,0.0776785162382578
10318,mb1me4,0.018344796800000007,0.0776785162382578
10318,mb1me4,0.018344796800000007,0.0776785162382578
10318,mb1me4,0.018344796800000007,0.0776785162382578
10319,mb1me4,-0.3575549479,0.1436415744639212
10319,mb1me4,-0.3575549479,0.1436415744639212
10319,mb1me4,-0.3575549479,0.1436415744639212
10319,mb1me4,-0.3575549479,0.1436415744639212
10320,mb1me4,-0.06881260719999999,0.0757532458647312
10320,mb1me4,-0.06881260719999999,0.0757532458647312
10320,mb1me4,-0.06881260719999999,0.0757532458647312
10320,mb1me4,-0.06881260719999999,0.0757532458647312
10321,mb1me4,0.0,
10363,mb1me4,-0.022484258514000002,0.081870456497166
10363,mb1me4,-0.022484258514000002,0.081870456497166
10363,mb1me4,-0.022484258514000002,0.081870456497166
10363,mb1me4,-0.022484258514000002,0.081870456497166
10382,mb1me4,-0.0679997423,
10391,mb1me4,0.09614286459999999,0.1015445825467664
10391,mb1me4,0.09614286459999999,0.1015445825467664
10391,mb1me4,0.09614286459999999,0.1015445825467664
10391,mb1me4,0.09614286459999999,0.1015445825467664
10416,mb1me4,-0.06165373730000001,
10422,mb1me4,0.005796175099999995,0.1959145105711236
10422,mb1me4,0.005796175099999995,0.1959145105711236
10422,mb1me4,0.005796175099999995,0.1959145105711236
10422,mb1me4,0.005796175099999995,0.1959145105711236
10438,mb1me4,0.1654571278,0.1525156301761489
10438,mb1me4,0.1654571278,0.1525156301761489
10438,mb1me4,0.1654571278,0.1525156301761489
10438,mb1me4,0.1654571278,0.1525156301761489
12042,mb1me4,-0.01250204370000002,0.0910520466963916
12042,mb1me4,-0.01250204370000002,0.0910520466963916
12042,mb1me4,-0.01250204370000002,0.0910520466963916
12042,mb1me4,-0.01250204370000002,0.0910520466963916
10017,mb3me4,0.03506700460000001,0.0939679765632274
10017,mb3me4,0.03506700460000001,0.0939679765632274
10017,mb3me4,0.03506700460000001,0.0939679765632274
10017,mb3me4,0.03506700460000001,0.0939679765632274
10024,mb3me4,-0.03064806099999995,
10035,mb3me4,0.10578198189999999,
10041,mb3me4,-0.002753847700000006,
10043,mb3me4,-0.025198594199999924,0.1067638098905768
10043,mb3me4,-0.025198594199999924,0.1067638098905768
10043,mb3me4,-0.025198594199999924,0.1067638098905768
10043,mb3me4,-0.025198594199999924,0.1067638098905768
10054,mb3me4,0.04227947539999999,
10059,mb3me4,-0.32162468070000005,
10069,mb3me4,0.13759728190000003,0.2476172826090157
10069,mb3me4,0.13759728190000003,0.2476172826090157
10069,mb3me4,0.13759728190000003,0.2476172826090157
10069,mb3me4,0.13759728190000003,0.2476172826090157
10074,mb3me4,0.06711907230000003,0.1275925129654297
10074,mb3me4,0.06711907230000003,0.1275925129654297
10074,mb3me4,0.06711907230000003,0.1275925129654297
10074,mb3me4,0.06711907230000003,0.1275925129654297
10078,mb3me4,-0.031421563799999996,
10080,mb3me4,0.0348677892,0.1470285045198627
10080,mb3me4,0.0348677892,0.1470285045198627
10080,mb3me4,0.0348677892,0.1470285045198627
10080,mb3me4,0.0348677892,0.1470285045198627
10085,mb3me4,0.03614835630000002,0.29260768041125
10085,mb3me4,0.03614835630000002,0.29260768041125
10085,mb3me4,0.03614835630000002,0.29260768041125
10085,mb3me4,0.03614835630000002,0.29260768041125
10108,mb3me4,-0.09140298190000001,0.1125931678063174
10108,mb3me4,-0.09140298190000001,0.1125931678063174
10108,mb3me4,-0.09140298190000001,0.1125931678063174
10108,mb3me4,-0.09140298190000001,0.1125931678063174
10125,mb3me4,0.03354123610000001,0.1711319694338648
10125,mb3me4,0.03354123610000001,0.1711319694338648
10125,mb3me4,0.03354123610000001,0.1711319694338648
10125,mb3me4,0.03354123610000001,0.1711319694338648
10130,mb3me4,-0.006428727099999976,
10136,mb3me4,-0.015686951800000015,0.2842786247995069
10136,mb3me4,-0.015686951800000015,0.2842786247995069
10136,mb3me4,-0.015686951800000015,0.2842786247995069
10136,mb3me4,-0.015686951800000015,0.2842786247995069
10137,mb3me4,0.04688721579999999,0.0998188980421691
10137,mb3me4,0.04688721579999999,0.0998188980421691
