subject,headcoil,acq,tedana_minus_base,fd_mean
10017,64,mb1me4,288.18283899,0.0658085916614474
10017,64,mb1me4,288.18283899,0.0658085916614474
10017,64,mb1me4,288.18283899,0.0658085916614474
10017,64,mb1me4,288.18283899,0.0658085916614474
10024,64,mb1me4,-2.116059000000007,
10035,64,mb1me4,-6.623471899999998,
10041,64,mb1me4,196.39350809999996,
10043,64,mb1me4,-139.6663709,0.0834429229632915
10043,64,mb1me4,-139.6663709,0.0834429229632915
10043,64,mb1me4,-139.6663709,0.0834429229632915
10043,64,mb1me4,-139.6663709,0.0834429229632915
10054,64,mb1me4,-91.82122389999999,
10059,64,mb1me4,-16.987790100000012,
10069,64,mb1me4,22.64481746,0.360220739363674
10069,64,mb1me4,22.64481746,0.360220739363674
10069,64,mb1me4,22.64481746,0.360220739363674
10069,64,mb1me4,22.64481746,0.360220739363674
10074,64,mb1me4,56.908843700000006,0.0681478586406567
10074,64,mb1me4,56.908843700000006,0.0681478586406567
10074,64,mb1me4,56.908843700000006,0.0681478586406567
10074,64,mb1me4,56.908843700000006,0.0681478586406567
10078,64,mb1me4,-35.941310200000004,
10080,64,mb1me4,45.230887000000024,0.0911830881069275
10080,64,mb1me4,45.230887000000024,0.0911830881069275
10080,64,mb1me4,45.230887000000024,0.0911830881069275
10080,64,mb1me4,45.230887000000024,0.0911830881069275
10085,64,mb1me4,-18.524552900000003,0.246418003740331
10085,64,mb1me4,-18.524552900000003,0.246418003740331
10085,64,mb1me4,-18.524552900000003,0.246418003740331
10085,64,mb1me4,-18.524552900000003,0.246418003740331
10094,64,mb1me4,228.36053291000002,0.337234441140893
10094,64,mb1me4,228.36053291000002,0.337234441140893
10094,64,mb1me4,228.36053291000002,0.337234441140893
10094,64,mb1me4,228.36053291000002,0.337234441140893
10108,64,mb1me4,-0.27632597000000203,0.0510471398706209
10108,64,mb1me4,-0.27632597000000203,0.0510471398706209
10108,64,mb1me4,-0.27632597000000203,0.0510471398706209
10108,64,mb1me4,-0.27632597000000203,0.0510471398706209
10125,64,mb1me4,-79.2799448,0.1328543610045844
10125,64,mb1me4,-79.2799448,0.1328543610045844
10125,64,mb1me4,-79.2799448,0.1328543610045844
10125,64,mb1me4,-79.2799448,0.1328543610045844
10130,64,mb1me4,10.81805146,
10136,64,mb1me4,-2.1406196199999954,0.269363230065085
10136,64,mb1me4,-2.1406196199999954,0.269363230065085
10136,64,mb1me4,-2.1406196199999954,0.269363230065085
10136,64,mb1me4,-2.1406196199999954,0.269363230065085
10137,64,mb1me4,26.408875660000007,0.0544556639665162
10137,64,mb1me4,26.408875660000007,0.0544556639665162
10137,64,mb1me4,26.408875660000007,0.0544556639665162
10137,64,mb1me4,26.408875660000007,0.0544556639665162
10142,64,mb1me4,-39.58375029999999,0.1158248800383965
10142,64,mb1me4,-39.58375029999999,0.1158248800383965
10142,64,mb1me4,-39.58375029999999,0.1158248800383965
10142,64,mb1me4,-39.58375029999999,0.1158248800383965
10150,64,mb1me4,-15.612153249999992,
10154,64,mb1me4,-112.20313990899999,0.145687696388785
10154,64,mb1me4,-112.20313990899999,0.145687696388785
10154,64,mb1me4,-112.20313990899999,0.145687696388785
10154,64,mb1me4,-112.20313990899999,0.145687696388785
10166,20,mb1me4,16.981281949999996,0.1941009575660486
10166,20,mb1me4,16.981281949999996,0.1941009575660486
10166,20,mb1me4,16.981281949999996,0.1941009575660486
10166,20,mb1me4,16.981281949999996,0.1941009575660486
10185,20,mb1me4,0.0,
10186,64,mb1me4,-203.177868932,0.0850170545005366
