subject,ones,fd_mean_demeaned,headcoil_demeaned,fd_mean_x_headcoil_demeaned,smoothness_demeaned
10017,1,0.008453371471875207,0.4285714285714286,0.007481438354434697,-0.053392857142857506
10028,1,0.04953650685098,0.4285714285714286,0.025088496374050997,-0.0243928571428569
10043,1,0.004233914365733803,0.4285714285714286,0.0056730995946598015,-0.0333928571428571
10069,1,-0.0740257098401058,0.4285714285714286,-0.0278667393507,0.052607142857143
10074,1,-0.0238035075906625,0.4285714285714286,-0.006342938386652799,-0.0323928571428568
10080,1,0.0584494183613486,0.4285714285714286,0.028908315592780398,0.0116071428571436
10085,1,-0.004146726628642905,0.4285714285714286,0.002081396311355503,0.006607142857142801
10094,1,-0.023728686962908307,0.4285714285714286,-0.006310872403329698,0.0016071428571429007
10108,1,-0.021945740867131698,0.4285714285714286,-0.005546752647996801,-0.0223928571428571
10125,1,-0.0292522696071915,0.4285714285714286,-0.0086781221080224,-0.0503928571428574
10136,1,-0.1368821759378321,0.4285714285714286,-0.054805224821154096,-0.0063928571428570995
10137,1,0.0582067222435665,0.4285714285714286,0.028804302970873902,-0.0833928571428579
10142,1,-0.002758855856356296,0.4285714285714286,0.0026761980709068996,-0.021392857142857498
10154,1,0.0026850705268397987,0.4285714285714286,0.005009309377991003,-0.0523928571428572
10166,1,-0.0100462873290457,-0.5714285714285714,0.009599300483085714,0.0126071428571429
10186,1,0.0141375606343987,0.4285714285714286,0.0099175194240876,-0.046392857142857
10188,1,0.0128012925744189,0.4285714285714286,0.009344833112667702,-0.0163928571428568
10198,1,0.0350590143680403,-0.5714285714285714,-0.016175157629534802,0.0616071428571434
10203,1,0.0188434366893991,-0.5714285714285714,-0.0069091132417399,0.034607142857142295
10296,1,0.0992325187816471,-0.5714285714285714,-0.0528457315801672,-0.038392857142857
10318,1,-0.007668603065219694,-0.5714285714285714,0.008240623760899499,0.0616071428571424
10319,1,-0.030352972231409,-0.5714285714285714,0.021203120427293297,0.0586071428571433
10320,1,0.034202671940699106,-0.5714285714285714,-0.015685819099625603,0.057607142857141996
10363,1,-0.022897394584594197,-0.5714285714285714,0.0169427903433992,0.0196071428571426
10391,1,-0.0356936778073603,-0.5714285714285714,0.0242549521849798,0.0016071428571429007
10422,1,-0.0274821523624232,-0.5714285714285714,0.0195626519307299,0.1116071428571423
10438,1,0.0431379238272227,-0.5714285714285714,-0.020791677320496305,0.0336071428571428
12042,1,0.011705338034712201,-0.5714285714285714,-0.0028301997247760016,-0.0443928571428573
