subject,ones,fd_mean_demeaned,headcoil_demeaned,fd_mean_x_headcoil_demeaned,smoothness_demeaned
10017,1,-0.05082063248953449,0.4285714285714286,-0.02513604256397876,-0.04867857142857179
10028,1,-0.021008320541210684,0.4285714285714286,-0.012359337443268557,0.022321428571428825
10043,1,-0.04224425626832648,0.4285714285714286,-0.021460452754889614,-0.029678571428571665
10069,1,0.020349592244272824,0.4285714285714286,0.005365482321938661,0.004321428571428143
10074,1,-0.04945297514986988,0.4285714285714286,-0.024549903704122498,-0.016678571428571765
10080,1,0.052235942356574305,0.4285714285714286,0.01903106094149644,-0.0016785714285711961
10085,1,0.13521897325797003,0.4285714285714286,0.05459521704209461,0.016321428571428598
10094,1,0.28207144501892156,0.4285714285714286,0.11753199065393098,-0.025678571428571217
10108,1,-0.06259455358545138,0.4285714285714286,-0.03018200874794314,0.007321428571428257
10125,1,-0.011362280697963884,0.4285714285714286,-0.008225320367591358,-0.014678571428571985
10136,1,-0.005845531662962394,0.4285714285714286,-0.005860999352590719,0.014321428571428818
10137,1,0.004783639761098607,0.4285714285714286,-0.0013056401708502895,-0.05467857142857202
10142,1,-0.03531625002333978,0.4285714285714286,-0.018491307221323885,-0.006678571428571978
10154,1,-0.06147112370704308,0.4285714285714286,-0.029700538800053872,-0.03467857142857156
10166,1,-0.005780583558696484,-0.5714285714285714,-5.258089206598747e-05,0.01232142857142815
10186,1,-0.015371704290258387,0.4285714285714286,-0.009943644764289002,-0.03667857142857134
10188,1,-0.04521036230588568,0.4285714285714286,-0.0227316410567007,-0.00467857142857131
10198,1,0.002584124606655913,-0.5714285714285714,-0.0048324141294102145,0.0293214285714285
10203,1,-0.05371963321147828,-0.5714285714285714,0.02734116176666647,0.02532142857142805
10296,1,0.019254696106494607,-0.5714285714285714,-0.014358454986460895,-0.010678571428571537
10318,1,-0.06997148244556298,-0.5714285714285714,0.03662793275757201,0.028321428571428164
10319,1,0.015049694632476518,-0.5714285714285714,-0.011955597001307702,0.0293214285714285
10320,1,-0.02324651043035568,-0.5714285714285714,0.009927948748882124,0.030321428571427944
10363,1,-0.04859722621222039,-0.5714285714285714,0.024414072052804815,0.016321428571428598
10391,1,-0.04921771107058709,-0.5714285714285714,0.02476863482901436,-0.009678571428571203
10422,1,-0.010115095577853478,-0.5714285714285714,0.002424283118880866,0.09232142857142822
10438,1,0.16775072680662242,-0.5714285714285714,-0.09921332967224822,0.015321428571428264
12042,1,-0.03795260156248659,-0.5714285714285714,0.018331429395814072,-0.04867857142857179
