subject,ones,fd_mean_demeaned,headcoil_demeaned,fd_mean_x_headcoil_demeaned,smoothness_demeaned
10017,1,-0.05927400396140968,0.4285714285714286,-0.03261748091841345,0.004714285714285893
10028,1,-0.07054482739219069,0.4285714285714286,-0.037447833817319594,0.04671428571428571
10043,1,-0.04647817063406029,0.4285714285714286,-0.027133552349549422,0.003714285714285559
10069,1,0.09437530208437861,0.4285714285714286,0.03323222167263868,-0.04828571428571493
10074,1,-0.025649467559207384,0.4285714285714286,-0.0182069653174696,0.015714285714285126
10080,1,-0.006213476004774371,0.4285714285714286,-0.009877254651284025,-0.01328571428571479
10085,1,0.13936569988661293,0.4285714285714286,0.05251382073073911,0.009714285714285786
10094,1,0.30580013198182987,0.4285714285714286,0.12384286305726065,-0.027285714285714135
10108,1,-0.04064881271831969,0.4285714285714286,-0.024635256099946306,0.02971428571428536
10125,1,0.017889988909227716,0.4285714285714286,0.0004528017404311557,0.03571428571428559
10136,1,0.1310366442748698,0.4285714285714286,0.04894422546856348,0.020714285714285907
10137,1,-0.05342308248246798,0.4285714285714286,-0.030109943141724146,0.028714285714285914
10142,1,-0.032557394166983486,0.4285714285714286,-0.021167505292230788,0.01471428571428568
10154,1,-0.06415619423388289,0.4285714285714286,-0.034709848178044816,0.017714285714285793
10166,1,0.004265703770349322,-0.5714285714285714,-0.009651881375151765,-0.00028571428571488866
10186,1,-0.02950926492465708,0.4285714285714286,-0.019861164188376617,0.009714285714285786
10188,1,-0.05801165488030459,0.4285714285714286,-0.0320764741693684,0.011714285714285566
10198,1,-0.03247488976138449,-0.5714285714285714,0.011342743500124697,-0.03228571428571492
10203,1,-0.07256306990087738,-0.5714285714285714,0.03425027500840635,-0.009285714285714342
10296,1,-0.07997782267515258,-0.5714285714285714,0.03848727659370646,0.02771428571428558
10318,1,-0.06230287938034329,-0.5714285714285714,0.028387308996672585,-0.03328571428571436
10319,1,0.04540266686388553,-0.5714285714285714,-0.03315871742860102,-0.029285714285714803
10320,1,-0.057449182371054786,-0.5714285714285714,0.025613767848507725,-0.027285714285714135
10363,1,-0.02569983162762618,-0.5714285714285714,0.007471281709405665,-0.003285714285714114
10391,1,-0.013524033263226792,-0.5714285714285714,0.0005136826440345866,-0.011285714285714121
10422,1,0.017367056784569818,-0.5714285714285714,-0.01713836881184919,-0.01928571428571413
10438,1,0.12461280297939972,-0.5714285714285714,-0.07842165235175198,-0.018285714285714683
12042,1,-0.04965793959719879,-0.5714285714285714,0.02116162912059001,-0.004285714285714448
